Drug,Protein
DB06595,9606.ENSP00000225577
DB06595,9606.ENSP00000313950
DB06595,9606.ENSP00000375081
DB06469,9606.ENSP00000270112
DB06469,9606.ENSP00000500582
DB06595,9606.ENSP00000442460
DB06469,9606.ENSP00000377262
DB06595,9606.ENSP00000316512
DB06595,9606.ENSP00000445440
DB06595,9606.ENSP00000276052
DB06595,9606.ENSP00000431885
DB06469,9606.ENSP00000333685
DB06469,9606.ENSP00000376317
DB06595,9606.ENSP00000445381
DB06469,9606.ENSP00000334876
DB01268,9606.ENSP00000296474
DB06595,9606.ENSP00000233057
DB05465,9606.ENSP00000329127
DB05465,9606.ENSP00000393978
DB05465,9606.ENSP00000379098
DB06595,9606.ENSP00000359119
DB06595,9606.ENSP00000479667
DB01268,9606.ENSP00000261233
DB05465,9606.ENSP00000499900
DB06595,9606.ENSP00000422435
DB06595,9606.ENSP00000427562
DB06595,9606.ENSP00000401907
DB06595,9606.ENSP00000324560
DB06469,9606.ENSP00000222330
DB06469,9606.ENSP00000353864
DB01268,9606.ENSP00000261716
DB06595,9606.ENSP00000217188
DB06595,9606.ENSP00000306678
DB06469,9606.ENSP00000367686
DB06595,9606.ENSP00000360689
DB06469,9606.ENSP00000402084
DB06469,9606.ENSP00000369390
DB06469,9606.ENSP00000264316
DB06595,9606.ENSP00000329967
DB06469,9606.ENSP00000356155
DB06469,9606.ENSP00000298630
DB00398,9606.ENSP00000241453
DB06595,9606.ENSP00000334836
DB12874,9606.ENSP00000374323
DB06595,9606.ENSP00000373700
DB06595,9606.ENSP00000241416
DB06595,9606.ENSP00000364361
DB06469,9606.ENSP00000442973
DB05465,9606.ENSP00000303830
DB06469,9606.ENSP00000251472
DB06595,9606.ENSP00000361892
DB01268,9606.ENSP00000317985
DB06469,9606.ENSP00000340292
DB12874,9606.ENSP00000393978
DB06595,9606.ENSP00000361275
DB06595,9606.ENSP00000382697
DB06595,9606.ENSP00000351209
DB06595,9606.ENSP00000220751
DB06595,9606.ENSP00000387246
DB01268,9606.ENSP00000261937
DB06469,9606.ENSP00000261799
DB06469,9606.ENSP00000362680
DB06595,9606.ENSP00000407442
DB06469,9606.ENSP00000422435
DB06469,9606.ENSP00000420849
DB06469,9606.ENSP00000346671
DB06469,9606.ENSP00000261937
DB06469,9606.ENSP00000267101
DB06469,9606.ENSP00000264399
DB06595,9606.ENSP00000477713
DB06595,9606.ENSP00000362361
DB06595,9606.ENSP00000380638
DB00398,9606.ENSP00000386456
DB12874,9606.ENSP00000303830
DB06469,9606.ENSP00000217244
DB06469,9606.ENSP00000449381
DB00398,9606.ENSP00000431885
DB06595,9606.ENSP00000341189
DB06595,9606.ENSP00000464030
DB06595,9606.ENSP00000368884
DB06469,9606.ENSP00000350224
DB06595,9606.ENSP00000319192
DB06469,9606.ENSP00000431418
DB06595,9606.ENSP00000400312
DB06469,9606.ENSP00000304226
DB06469,9606.ENSP00000351908
DB01268,9606.ENSP00000312741
DB01268,9606.ENSP00000408695
DB06469,9606.ENSP00000483570
DB06469,9606.ENSP00000373574
DB06595,9606.ENSP00000350224
DB00398,9606.ENSP00000500386
DB06469,9606.ENSP00000309597
DB01268,9606.ENSP00000310649
DB06595,9606.ENSP00000373684
DB06469,9606.ENSP00000298048
DB06469,9606.ENSP00000338127
DB01268,9606.ENSP00000377262
DB06469,9606.ENSP00000357345
DB06469,9606.ENSP00000346484
DB06595,9606.ENSP00000427552
DB01268,9606.ENSP00000353452
DB06595,9606.ENSP00000371188
DB06595,9606.ENSP00000378974
DB06595,9606.ENSP00000394560
DB06595,9606.ENSP00000362608
DB06469,9606.ENSP00000375986
DB06595,9606.ENSP00000410402
DB06595,9606.ENSP00000481994
DB01268,9606.ENSP00000379098
DB00398,9606.ENSP00000499900
DB06469,9606.ENSP00000382697
DB05465,9606.ENSP00000312741
DB06595,9606.ENSP00000398655
DB12874,9606.ENSP00000499900
DB12874,9606.ENSP00000379098
DB06595,9606.ENSP00000484390
DB06469,9606.ENSP00000265334
DB06595,9606.ENSP00000261937
DB06469,9606.ENSP00000261716
DB00398,9606.ENSP00000379098
DB06469,9606.ENSP00000331504
DB06469,9606.ENSP00000253055
DB06595,9606.ENSP00000266970
DB12874,9606.ENSP00000435412
DB05465,9606.ENSP00000261937
DB06469,9606.ENSP00000365162
DB06595,9606.ENSP00000274289
DB06469,9606.ENSP00000281821
DB06595,9606.ENSP00000255641
DB06595,9606.ENSP00000451263
DB06469,9606.ENSP00000339916
DB06469,9606.ENSP00000340373
DB06595,9606.ENSP00000220003
DB06595,9606.ENSP00000359719
DB06469,9606.ENSP00000312741
DB06469,9606.ENSP00000353824
DB00398,9606.ENSP00000375986
DB06469,9606.ENSP00000261798
DB06469,9606.ENSP00000303830
DB06595,9606.ENSP00000263955
DB00398,9606.ENSP00000347427
DB06469,9606.ENSP00000292408
DB00398,9606.ENSP00000303830
DB06469,9606.ENSP00000422435
DB06595,9606.ENSP00000306340
DB06469,9606.ENSP00000355966
DB06469,9606.ENSP00000381097
DB01268,9606.ENSP00000270112
DB06595,9606.ENSP00000353452
DB06469,9606.ENSP00000383234
DB06595,9606.ENSP00000238616
DB06469,9606.ENSP00000353846
DB06469,9606.ENSP00000356899
DB06595,9606.ENSP00000391090
DB06595,9606.ENSP00000317985
DB06469,9606.ENSP00000313950
DB06595,9606.ENSP00000354927
DB06595,9606.ENSP00000176763
DB06595,9606.ENSP00000393978
DB06595,9606.ENSP00000376647
DB06469,9606.ENSP00000375081
DB06469,9606.ENSP00000431885
DB00398,9606.ENSP00000296474
DB00398,9606.ENSP00000391090
DB06595,9606.ENSP00000355731
DB06469,9606.ENSP00000316512
DB00398,9606.ENSP00000367900
DB06595,9606.ENSP00000386213
DB05465,9606.ENSP00000322251
DB06469,9606.ENSP00000468348
DB05465,9606.ENSP00000261716
DB12874,9606.ENSP00000319192
DB06595,9606.ENSP00000336740
DB06469,9606.ENSP00000356070
DB06469,9606.ENSP00000353904
DB06595,9606.ENSP00000263881
DB06595,9606.ENSP00000380044
DB06469,9606.ENSP00000373684
DB06595,9606.ENSP00000430684
DB06469,9606.ENSP00000469863
DB00398,9606.ENSP00000317985
DB06595,9606.ENSP00000416750
DB06595,9606.ENSP00000262891
DB06595,9606.ENSP00000347942
DB06595,9606.ENSP00000343325
DB06469,9606.ENSP00000381531
DB06595,9606.ENSP00000262752
DB06595,9606.ENSP00000369375
DB00398,9606.ENSP00000393978
DB06595,9606.ENSP00000375892
DB06469,9606.ENSP00000261211
DB06595,9606.ENSP00000351908
DB06595,9606.ENSP00000302898
DB06595,9606.ENSP00000431418
DB06595,9606.ENSP00000338127
DB06595,9606.ENSP00000364898
DB06469,9606.ENSP00000384625
DB06469,9606.ENSP00000263967
DB06469,9606.ENSP00000215832
DB06595,9606.ENSP00000500386
DB06469,9606.ENSP00000339824
DB06469,9606.ENSP00000495965
DB06595,9606.ENSP00000373574
DB06595,9606.ENSP00000282356
DB06469,9606.ENSP00000453858
DB06469,9606.ENSP00000374323
DB06469,9606.ENSP00000365012
DB06469,9606.ENSP00000263125
DB06595,9606.ENSP00000267101
DB06595,9606.ENSP00000499900
DB06595,9606.ENSP00000282397
DB06469,9606.ENSP00000332454
DB06595,9606.ENSP00000499251
DB12874,9606.ENSP00000500386
DB05465,9606.ENSP00000310649
DB12874,9606.ENSP00000313950
DB00398,9606.ENSP00000262752
DB01268,9606.ENSP00000375986
DB06469,9606.ENSP00000369325
DB06469,9606.ENSP00000215659
DB00398,9606.ENSP00000303887
DB06469,9606.ENSP00000291823
DB06469,9606.ENSP00000365730
DB05465,9606.ENSP00000378914
DB06595,9606.ENSP00000455607
DB06469,9606.ENSP00000314499
DB06469,9606.ENSP00000498083
DB01268,9606.ENSP00000391090
DB05465,9606.ENSP00000386456
DB00398,9606.ENSP00000261937
DB06595,9606.ENSP00000281821
DB06469,9606.ENSP00000274289
DB06595,9606.ENSP00000401445
DB06469,9606.ENSP00000359719
DB00398,9606.ENSP00000386213
DB06595,9606.ENSP00000381097
DB12874,9606.ENSP00000312741
DB12874,9606.ENSP00000359424
DB01268,9606.ENSP00000370891
DB06595,9606.ENSP00000465039
DB06595,9606.ENSP00000257290
DB06595,9606.ENSP00000211287
DB06595,9606.ENSP00000385571
DB06595,9606.ENSP00000476145
DB06595,9606.ENSP00000383234
DB06595,9606.ENSP00000292408
DB06595,9606.ENSP00000355966
DB06469,9606.ENSP00000362608
DB06469,9606.ENSP00000386135
DB06595,9606.ENSP00000378505
DB06469,9606.ENSP00000478874
DB00398,9606.ENSP00000377262
DB06595,9606.ENSP00000341874
DB00398,9606.ENSP00000329127
DB06469,9606.ENSP00000419260
DB06595,9606.ENSP00000331602
DB05465,9606.ENSP00000262752
DB05465,9606.ENSP00000386213
DB06595,9606.ENSP00000264952
DB06595,9606.ENSP00000324806
DB06595,9606.ENSP00000497069
DB05465,9606.ENSP00000317985
DB06469,9606.ENSP00000406472
DB06469,9606.ENSP00000356355
DB06469,9606.ENSP00000435412
DB05465,9606.ENSP00000374323
DB06595,9606.ENSP00000410294
DB06595,9606.ENSP00000376317
DB06595,9606.ENSP00000331504
DB06469,9606.ENSP00000358770
DB06595,9606.ENSP00000346148
DB06469,9606.ENSP00000350896
DB12874,9606.ENSP00000359119
DB06595,9606.ENSP00000405004
DB06469,9606.ENSP00000481994
DB06595,9606.ENSP00000250896
DB06595,9606.ENSP00000332118
DB05465,9606.ENSP00000363092
DB06469,9606.ENSP00000286301
DB00398,9606.ENSP00000408695
DB06595,9606.ENSP00000342105
DB01268,9606.ENSP00000322251
DB06595,9606.ENSP00000344220
DB06595,9606.ENSP00000278568
DB12874,9606.ENSP00000406472
DB01268,9606.ENSP00000303887
DB12874,9606.ENSP00000422435
DB12874,9606.ENSP00000275815
DB06595,9606.ENSP00000362702
DB12874,9606.ENSP00000353452
DB00398,9606.ENSP00000310649
DB06595,9606.ENSP00000377867
DB06595,9606.ENSP00000380675
DB06595,9606.ENSP00000262948
DB06595,9606.ENSP00000303887
DB06595,9606.ENSP00000262752
DB06595,9606.ENSP00000288135
DB05465,9606.ENSP00000367900
DB06469,9606.ENSP00000306124
DB12874,9606.ENSP00000386135
DB05465,9606.ENSP00000345133
DB06469,9606.ENSP00000259808
DB01268,9606.ENSP00000359424
DB06595,9606.ENSP00000295408
DB06469,9606.ENSP00000263800
DB06595,9606.ENSP00000305976
DB06595,9606.ENSP00000366563
DB06595,9606.ENSP00000371067
DB06469,9606.ENSP00000372023
DB06469,9606.ENSP00000361554
DB06469,9606.ENSP00000451828
DB06469,9606.ENSP00000314067
DB06595,9606.ENSP00000386456
DB00398,9606.ENSP00000374323
DB06469,9606.ENSP00000282908
DB06595,9606.ENSP00000361107
DB00398,9606.ENSP00000261233
DB06469,9606.ENSP00000275815
DB06595,9606.ENSP00000367900
DB06595,9606.ENSP00000459799
DB05465,9606.ENSP00000377262
DB06469,9606.ENSP00000363571
DB06595,9606.ENSP00000360290
DB06595,9606.ENSP00000256460
DB06469,9606.ENSP00000348278
DB06595,9606.ENSP00000263798
DB06469,9606.ENSP00000353452
DB06469,9606.ENSP00000343658
DB06469,9606.ENSP00000475724
DB06595,9606.ENSP00000262848
DB05465,9606.ENSP00000391090
DB06595,9606.ENSP00000262506
DB06595,9606.ENSP00000483424
DB06595,9606.ENSP00000357178
DB06595,9606.ENSP00000377262
DB06595,9606.ENSP00000256443
DB06469,9606.ENSP00000275493
DB05465,9606.ENSP00000303887
DB06595,9606.ENSP00000357883
DB06595,9606.ENSP00000437550
DB06469,9606.ENSP00000359424
DB06469,9606.ENSP00000442460
DB06595,9606.ENSP00000435412
DB06595,9606.ENSP00000324856
DB12874,9606.ENSP00000270112
DB06469,9606.ENSP00000401907
DB06469,9606.ENSP00000324560
DB00398,9606.ENSP00000363092
DB06595,9606.ENSP00000216911
DB06469,9606.ENSP00000306678
DB06595,9606.ENSP00000354207
DB06469,9606.ENSP00000364361
DB06469,9606.ENSP00000241416
DB06595,9606.ENSP00000295709
DB06595,9606.ENSP00000351905
DB06469,9606.ENSP00000317272
DB06469,9606.ENSP00000359119
DB06469,9606.ENSP00000225577
DB06595,9606.ENSP00000425824
DB06469,9606.ENSP00000385751
DB06595,9606.ENSP00000402084
DB06469,9606.ENSP00000355237
DB06595,9606.ENSP00000315118
DB06469,9606.ENSP00000329967
DB04532,9606.ENSP00000443965
DB00755,9606.ENSP00000254066
DB03044,9606.ENSP00000263967
DB06626,9606.ENSP00000241453
DB08916,9606.ENSP00000241453
DB09079,9606.ENSP00000256443
DB05984,9606.ENSP00000361423
DB11663,9606.ENSP00000374323
DB05928,9606.ENSP00000317985
DB06314,9606.ENSP00000261937
DB02010,9606.ENSP00000381097
DB02010,9606.ENSP00000407442
DB12429,9606.ENSP00000303830
DB05424,9606.ENSP00000361423
DB05552,9606.ENSP00000275493
DB06486,9606.ENSP00000361423
DB03044,9606.ENSP00000288135
DB06486,9606.ENSP00000347427
DB00619,9606.ENSP00000263967
DB03496,9606.ENSP00000363092
DB08877,9606.ENSP00000241453
DB11829,9606.ENSP00000347942
DB00317,9606.ENSP00000263967
DB13061,9606.ENSP00000339824
DB06999,9606.ENSP00000361423
DB05424,9606.ENSP00000241453
DB09079,9606.ENSP00000379842
DB06595,9606.ENSP00000275493
DB05465,9606.ENSP00000361423
DB06314,9606.ENSP00000262752
DB01259,9606.ENSP00000361423
DB00619,9606.ENSP00000391090
DB09079,9606.ENSP00000263125
DB06314,9606.ENSP00000257904
DB08865,9606.ENSP00000499900
DB01268,9606.ENSP00000419060
DB11958,9606.ENSP00000339824
DB02010,9606.ENSP00000262848
DB03496,9606.ENSP00000479667
DB02010,9606.ENSP00000357345
DB05465,9606.ENSP00000241453
DB04868,9606.ENSP00000386213
DB12429,9606.ENSP00000499900
DB04879,9606.ENSP00000361423
DB08568,9606.ENSP00000379098
DB11663,9606.ENSP00000275493
DB06314,9606.ENSP00000359424
DB11663,9606.ENSP00000367900
DB04868,9606.ENSP00000322251
DB13061,9606.ENSP00000263967
DB02010,9606.ENSP00000357869
DB11958,9606.ENSP00000263791
DB11828,9606.ENSP00000386213
DB11828,9606.ENSP00000317272
DB11828,9606.ENSP00000322251
DB02567,9606.ENSP00000317272
DB02010,9606.ENSP00000367900
DB11663,9606.ENSP00000391090
DB05984,9606.ENSP00000241453
DB12429,9606.ENSP00000263967
DB01259,9606.ENSP00000386213
DB08895,9606.ENSP00000317985
DB07138,9606.ENSP00000347942
DB12500,9606.ENSP00000361423
DB04868,9606.ENSP00000317272
DB01268,9606.ENSP00000479667
DB08094,9606.ENSP00000310649
DB02567,9606.ENSP00000375986
DB11958,9606.ENSP00000345133
DB02010,9606.ENSP00000275493
DB01254,9606.ENSP00000375986
DB06595,9606.ENSP00000361423
DB08916,9606.ENSP00000361423
DB08094,9606.ENSP00000275493
DB12429,9606.ENSP00000298910
DB09079,9606.ENSP00000378974
DB06589,9606.ENSP00000275493
DB11958,9606.ENSP00000263967
DB11829,9606.ENSP00000288135
DB12745,9606.ENSP00000361423
DB00619,9606.ENSP00000313950
DB02010,9606.ENSP00000410402
DB04849,9606.ENSP00000361423
DB08865,9606.ENSP00000303830
DB06469,9606.ENSP00000479667
DB04879,9606.ENSP00000347942
DB04849,9606.ENSP00000347942
DB08916,9606.ENSP00000361423
DB05928,9606.ENSP00000435412
DB12874,9606.ENSP00000241453
DB08877,9606.ENSP00000374323
DB05928,9606.ENSP00000363092
DB01259,9606.ENSP00000241453
DB12500,9606.ENSP00000374323
DB06314,9606.ENSP00000275493
DB04879,9606.ENSP00000288135
DB09079,9606.ENSP00000367686
DB05294,9606.ENSP00000275493
DB06589,9606.ENSP00000339824
DB02010,9606.ENSP00000275493
DB04868,9606.ENSP00000377262
DB09079,9606.ENSP00000305976
DB00317,9606.ENSP00000361423
DB07138,9606.ENSP00000353452
DB09079,9606.ENSP00000253055
DB01268,9606.ENSP00000263791
DB04879,9606.ENSP00000353452
DB06314,9606.ENSP00000312741
DB05465,9606.ENSP00000347942
DB13061,9606.ENSP00000345133
DB12429,9606.ENSP00000361423
DB06589,9606.ENSP00000361423
DB06626,9606.ENSP00000263967
DB03044,9606.ENSP00000241453
DB04849,9606.ENSP00000479667
DB02010,9606.ENSP00000374323
DB09079,9606.ENSP00000498083
DB11829,9606.ENSP00000361423
DB08916,9606.ENSP00000422435
DB08895,9606.ENSP00000363092
DB05928,9606.ENSP00000296474
DB09079,9606.ENSP00000345083
DB09079,9606.ENSP00000501150
DB08094,9606.ENSP00000312741
DB02010,9606.ENSP00000405004
DB02010,9606.ENSP00000379964
DB09079,9606.ENSP00000314067
DB08094,9606.ENSP00000262752
DB09079,9606.ENSP00000427552
DB09079,9606.ENSP00000368356
DB02010,9606.ENSP00000353904
DB07159,9606.ENSP00000386456
DB06469,9606.ENSP00000361423
DB09079,9606.ENSP00000424757
DB06589,9606.ENSP00000241453
DB03496,9606.ENSP00000263791
DB06999,9606.ENSP00000379098
DB05552,9606.ENSP00000374323
DB09079,9606.ENSP00000324560
DB08916,9606.ENSP00000345133
DB08865,9606.ENSP00000431885
DB08865,9606.ENSP00000275815
DB05984,9606.ENSP00000288135
DB06469,9606.ENSP00000355731
DB05294,9606.ENSP00000386456
DB06626,9606.ENSP00000303830
DB09079,9606.ENSP00000354558
DB08877,9606.ENSP00000359424
DB11958,9606.ENSP00000361423
DB06999,9606.ENSP00000391090
DB08568,9606.ENSP00000367900
DB02010,9606.ENSP00000406472
DB02010,9606.ENSP00000282397
DB03496,9606.ENSP00000288135
DB06626,9606.ENSP00000263791
DB05294,9606.ENSP00000479667
DB11829,9606.ENSP00000288135
DB06314,9606.ENSP00000310649
DB01259,9606.ENSP00000422435
DB12874,9606.ENSP00000298910
DB02567,9606.ENSP00000275493
DB05928,9606.ENSP00000386213
DB00530,9606.ENSP00000310649
DB01254,9606.ENSP00000329127
DB06469,9606.ENSP00000263967
DB09079,9606.ENSP00000259808
DB09079,9606.ENSP00000419060
DB04868,9606.ENSP00000317985
DB04879,9606.ENSP00000263967
DB05969,9606.ENSP00000361423
DB07159,9606.ENSP00000353452
DB02010,9606.ENSP00000495965
DB09079,9606.ENSP00000451828
DB04879,9606.ENSP00000386456
DB11958,9606.ENSP00000275493
DB01259,9606.ENSP00000288135
DB08895,9606.ENSP00000377262
DB05552,9606.ENSP00000262752
DB06469,9606.ENSP00000263967
DB08877,9606.ENSP00000312741
DB05465,9606.ENSP00000298910
DB08895,9606.ENSP00000296474
DB09079,9606.ENSP00000345997
DB13061,9606.ENSP00000275493
DB08094,9606.ENSP00000261937
DB08094,9606.ENSP00000359424
DB05552,9606.ENSP00000391090
DB07138,9606.ENSP00000386456
DB11663,9606.ENSP00000500386
DB09079,9606.ENSP00000288135
DB09079,9606.ENSP00000295408
DB07138,9606.ENSP00000263967
DB03044,9606.ENSP00000499900
DB02567,9606.ENSP00000329127
DB12429,9606.ENSP00000275815
DB06999,9606.ENSP00000275493
DB03044,9606.ENSP00000361423
DB02010,9606.ENSP00000262752
DB09079,9606.ENSP00000362680
DB00398,9606.ENSP00000288135
DB07138,9606.ENSP00000288135
DB02567,9606.ENSP00000500386
DB06595,9606.ENSP00000445440
DB07159,9606.ENSP00000386135
DB13061,9606.ENSP00000263791
DB06314,9606.ENSP00000379098
DB06589,9606.ENSP00000345133
DB08877,9606.ENSP00000288135
DB12874,9606.ENSP00000263967
DB01259,9606.ENSP00000431885
DB09079,9606.ENSP00000288135
DB06469,9606.ENSP00000361423
DB06999,9606.ENSP00000312741
DB08865,9606.ENSP00000263967
DB06626,9606.ENSP00000361423
DB05552,9606.ENSP00000367900
DB03496,9606.ENSP00000359424
DB09079,9606.ENSP00000319192
DB02010,9606.ENSP00000262506
DB05969,9606.ENSP00000241453
DB12429,9606.ENSP00000431885
DB05465,9606.ENSP00000263967
DB11829,9606.ENSP00000263967
DB11829,9606.ENSP00000353452
DB05552,9606.ENSP00000379098
DB05984,9606.ENSP00000347427
DB06589,9606.ENSP00000263967
DB12745,9606.ENSP00000359424
DB06469,9606.ENSP00000263025
DB09079,9606.ENSP00000342235
DB11663,9606.ENSP00000261937
DB08916,9606.ENSP00000263967
DB06616,9606.ENSP00000263967
DB01254,9606.ENSP00000500386
DB09079,9606.ENSP00000316512
DB06999,9606.ENSP00000374323
DB12500,9606.ENSP00000261937
DB02010,9606.ENSP00000361423
DB07159,9606.ENSP00000288135
DB05984,9606.ENSP00000347942
DB08895,9606.ENSP00000317272
DB02010,9606.ENSP00000351908
DB08568,9606.ENSP00000275493
DB06595,9606.ENSP00000225577
DB08094,9606.ENSP00000361423
DB08895,9606.ENSP00000313950
DB03044,9606.ENSP00000347942
DB05928,9606.ENSP00000275493
DB09079,9606.ENSP00000316948
DB12500,9606.ENSP00000359424
DB12874,9606.ENSP00000361423
DB08877,9606.ENSP00000263967
DB05969,9606.ENSP00000347942
DB06595,9606.ENSP00000361423
DB08895,9606.ENSP00000288135
DB06616,9606.ENSP00000479667
DB01254,9606.ENSP00000393978
DB06999,9606.ENSP00000500386
DB05294,9606.ENSP00000241453
DB09079,9606.ENSP00000478874
DB01254,9606.ENSP00000275493
DB07159,9606.ENSP00000261233
DB12745,9606.ENSP00000262752
DB06589,9606.ENSP00000241453
DB00530,9606.ENSP00000241453
DB05294,9606.ENSP00000313950
DB02010,9606.ENSP00000347032
DB09079,9606.ENSP00000275493
DB06999,9606.ENSP00000310649
DB08568,9606.ENSP00000310649
DB05928,9606.ENSP00000419060
DB11829,9606.ENSP00000386456
DB09079,9606.ENSP00000265334
DB12429,9606.ENSP00000347942
DB02010,9606.ENSP00000309591
DB02567,9606.ENSP00000393978
DB05969,9606.ENSP00000263967
DB03044,9606.ENSP00000275815
DB09079,9606.ENSP00000381129
DB07159,9606.ENSP00000263967
DB02010,9606.ENSP00000216911
DB06595,9606.ENSP00000263791
DB12745,9606.ENSP00000275493
DB13061,9606.ENSP00000361423
DB06589,9606.ENSP00000361423
DB13061,9606.ENSP00000303830
DB06595,9606.ENSP00000275493
DB02567,9606.ENSP00000275493
DB12745,9606.ENSP00000312741
DB00619,9606.ENSP00000479667
DB11663,9606.ENSP00000317272
DB09079,9606.ENSP00000369126
DB09079,9606.ENSP00000343325
DB06486,9606.ENSP00000347942
DB13061,9606.ENSP00000361423
DB03044,9606.ENSP00000361423
DB07159,9606.ENSP00000347427
DB11828,9606.ENSP00000435412
DB06486,9606.ENSP00000275493
DB00317,9606.ENSP00000347942
DB06486,9606.ENSP00000263967
DB08865,9606.ENSP00000298910
DB05294,9606.ENSP00000359424
DB12500,9606.ENSP00000275493
DB08865,9606.ENSP00000275493
DB11828,9606.ENSP00000329127
DB05984,9606.ENSP00000361423
DB00530,9606.ENSP00000386213
DB09079,9606.ENSP00000266970
DB06486,9606.ENSP00000261937
DB11829,9606.ENSP00000319192
DB02010,9606.ENSP00000332118
DB08568,9606.ENSP00000361423
